Overs,Mdns,Runs,Wickets,Economy,Average,SR,Opposition,Ground,Start_Date,Match_Id,Bowler,Player_Id
8,0,57,0,7.12,0,0,v India,Nagpur,18-12-2009,ODI # 2933,Suranga Lakmal,49619
10,0,55,2,5.5,27.5,30,v India,Kolkata,24-12-2009,ODI # 2935,Suranga Lakmal,49619
9,1,63,2,7,31.5,27,v Bangladesh,Dhaka,04-01-2010,ODI # 2937,Suranga Lakmal,49619
8,1,48,0,6,0,0,v India,Dhaka,05-01-2010,ODI # 2938,Suranga Lakmal,49619
10,0,75,0,7.5,0,0,v India,Dhaka,10-01-2010,ODI # 2941,Suranga Lakmal,49619
7,0,52,2,7.42,26,21,v England,The Oval,28-06-2011,ODI # 3165,Suranga Lakmal,49619
7.5,0,43,3,5.48,14.33,15.6,v England,Leeds,01-07-2011,ODI # 3167,Suranga Lakmal,49619
10,0,62,2,6.2,31,30,v England,Lord's,03-07-2011,ODI # 3168,Suranga Lakmal,49619
2,0,12,0,6,0,0,v England,Nottingham,06-07-2011,ODI # 3169,Suranga Lakmal,49619
5,0,39,0,7.8,0,0,v Australia,Pallekele,10-08-2011,ODI # 3175,Suranga Lakmal,49619
4,0,16,2,4,8,12,v Pakistan,Dubai (DSC),11-11-2011,ODI # 3212,Suranga Lakmal,49619
10,1,67,1,6.7,67,60,v India,Dhaka,13-03-2012,ODI # 3259,Suranga Lakmal,49619
8,1,37,2,4.62,18.5,24,v Pakistan,Dhaka,15-03-2012,ODI # 3260,Suranga Lakmal,49619
7.1,0,44,1,6.13,44,43,v Bangladesh,Dhaka,20-03-2012,ODI # 3265,Suranga Lakmal,49619
10,1,33,1,3.3,33,60,v India,Port of Spain,11-07-2013,ODI # 3388,Suranga Lakmal,49619
5.5,0,22,3,3.77,7.33,11.6,v South Africa,Colombo (RPS),31-07-2013,ODI # 3401,Suranga Lakmal,49619
10,0,73,2,7.3,36.5,30,v Pakistan,Sharjah,18-12-2013,ODI # 3445,Suranga Lakmal,49619
9,0,49,1,5.44,49,54,v Pakistan,Abu Dhabi,25-12-2013,ODI # 3448,Suranga Lakmal,49619
7.3,0,42,3,5.6,14,15,v Pakistan,Abu Dhabi,27-12-2013,ODI # 3450,Suranga Lakmal,49619
10,3,24,2,2.4,12,30,v Bangladesh,Dhaka,22-02-2014,ODI # 3471,Suranga Lakmal,49619
9,1,65,2,7.22,32.5,27,v Pakistan,Fatullah,25-02-2014,ODI # 3473,Suranga Lakmal,49619
7,2,30,2,4.28,15,21,v Afghanistan,Dhaka,03-03-2014,ODI # 3481,Suranga Lakmal,49619
10,0,32,2,3.2,16,30,v Bangladesh,Dhaka,06-03-2014,ODI # 3485,Suranga Lakmal,49619
10,2,41,0,4.1,0,0,v Pakistan,Dhaka,08-03-2014,ODI # 3486,Suranga Lakmal,49619
8,1,29,3,3.62,9.66,16,v Ireland,Dublin,06-05-2014,ODI # 3490,Suranga Lakmal,49619
6,0,34,0,5.66,0,0,v England,The Oval,22-05-2014,ODI # 3492,Suranga Lakmal,49619
8,0,30,4,3.75,7.5,12,v England,Pallekele,13-12-2014,ODI # 3567,Suranga Lakmal,49619
8,1,25,2,3.12,12.5,24,v England,Colombo (RPS),16-12-2014,ODI # 3569,Suranga Lakmal,49619
10,0,93,0,9.3,0,0,v New Zealand,Dunedin,23-01-2015,ODI # 3588,Suranga Lakmal,49619
7,1,31,0,4.42,0,0,v New Zealand,Dunedin,25-01-2015,ODI # 3590,Suranga Lakmal,49619
10,0,62,2,6.2,31,30,v New Zealand,Christchurch,14-02-2015,ODI # 3599,Suranga Lakmal,49619
10,1,36,2,3.6,18,30,v Afghanistan,Dunedin,22-02-2015,ODI # 3609,Suranga Lakmal,49619
8,0,49,2,6.12,24.5,24,v Bangladesh,Melbourne,26-02-2015,ODI # 3615,Suranga Lakmal,49619
7.4,0,71,1,9.26,71,46,v England,Wellington,01-03-2015,ODI # 3619,Suranga Lakmal,49619
5,1,21,1,4.2,21,30,v Pakistan,Dambulla,11-07-2015,ODI # 3664,Suranga Lakmal,49619
8,0,50,1,6.25,50,48,v Pakistan,Colombo (RPS),22-07-2015,ODI # 3671,Suranga Lakmal,49619
6,0,35,0,5.83,0,0,v Pakistan,Hambantota,26-07-2015,ODI # 3672,Suranga Lakmal,49619
5,0,15,3,3,5,10,v West Indies,Colombo (RPS),01-11-2015,ODI # 3701,Suranga Lakmal,49619
7,0,51,1,7.28,51,42,v West Indies,Colombo (RPS),04-11-2015,ODI # 3702,Suranga Lakmal,49619
7,0,40,2,5.71,20,21,v West Indies,Pallekele,07-11-2015,ODI # 3704,Suranga Lakmal,49619
3,0,24,0,8,0,0,v New Zealand,Christchurch,26-12-2015,ODI # 3714,Suranga Lakmal,49619
10,1,38,4,3.8,9.5,15,v Ireland,Dublin (Malahide),18-06-2016,ODI # 3749,Suranga Lakmal,49619
10,0,65,2,6.5,32.5,30,v England,Nottingham,21-06-2016,ODI # 3751,Suranga Lakmal,49619
5,0,21,0,4.2,0,0,v England,Birmingham,24-06-2016,ODI # 3753,Suranga Lakmal,49619
2,0,8,1,4,8,12,v England,Bristol,26-06-2016,ODI # 3755,Suranga Lakmal,49619
7,0,48,1,6.85,48,42,v England,The Oval,29-06-2016,ODI # 3757,Suranga Lakmal,49619
10,0,65,1,6.5,65,60,v England,Cardiff,02-07-2016,ODI # 3758,Suranga Lakmal,49619
8,1,30,0,3.75,0,0,v Australia,Pallekele,04-09-2016,ODI # 3776,Suranga Lakmal,49619
7,0,19,2,2.71,9.5,21,v Zimbabwe,Harare,14-11-2016,ODI # 3804,Suranga Lakmal,49619
9.2,1,45,2,4.82,22.5,28,v West Indies,Harare,16-11-2016,ODI # 3805,Suranga Lakmal,49619
4,1,14,0,3.5,0,0,v Zimbabwe,Bulawayo,21-11-2016,ODI # 3807,Suranga Lakmal,49619
10,0,67,2,6.7,33.5,30,v West Indies,Bulawayo,23-11-2016,ODI # 3808,Suranga Lakmal,49619
6,0,23,1,3.83,23,36,v Zimbabwe,Bulawayo,27-11-2016,ODI # 3810,Suranga Lakmal,49619
6,1,29,0,4.83,0,0,v South Africa,Port Elizabeth,28-01-2017,ODI # 3828,Suranga Lakmal,49619
7,0,54,2,7.71,27,21,v South Africa,Durban,01-02-2017,ODI # 3830,Suranga Lakmal,49619
6,1,23,0,3.83,0,0,v South Africa,Johannesburg,04-02-2017,ODI # 3831,Suranga Lakmal,49619
10,0,71,3,7.1,23.66,20,v South Africa,Centurion,10-02-2017,ODI # 3834,Suranga Lakmal,49619
8,0,45,2,5.62,22.5,24,v Bangladesh,Dambulla,25-03-2017,ODI # 3855,Suranga Lakmal,49619
8,0,38,2,4.75,19,24,v Bangladesh,Colombo (SSC),01-04-2017,ODI # 3858,Suranga Lakmal,49619
10,0,51,1,5.1,51,60,v South Africa,The Oval,03-06-2017,ODI # 3877,Suranga Lakmal,49619
10,1,72,1,7.2,72,60,v India,The Oval,08-06-2017,ODI # 3882,Suranga Lakmal,49619
10,0,48,1,4.8,48,60,v Pakistan,Cardiff,12-06-2017,ODI # 3888,Suranga Lakmal,49619
10,0,47,2,4.7,23.5,30,v Pakistan,Dubai (DSC),13-10-2017,ODI # 3922,Suranga Lakmal,49619
10,0,42,1,4.2,42,60,v Pakistan,Abu Dhabi,16-10-2017,ODI # 3924,Suranga Lakmal,49619
7,0,25,0,3.57,0,0,v Pakistan,Sharjah,20-10-2017,ODI # 3927,Suranga Lakmal,49619
10,4,13,4,1.3,3.25,15,v India,Dharamsala,10-12-2017,ODI # 3939,Suranga Lakmal,49619
8,0,71,0,8.87,0,0,v India,Mohali,13-12-2017,ODI # 3941,Suranga Lakmal,49619
5,2,20,0,4,0,0,v India,Visakhapatnam,17-12-2017,ODI # 3942,Suranga Lakmal,49619
10,0,70,1,7,70,60,v Zimbabwe,Dhaka,17-01-2018,ODI # 3955,Suranga Lakmal,49619
9,0,60,0,6.66,0,0,v Bangladesh,Dhaka,19-01-2018,ODI # 3959,Suranga Lakmal,49619
7,0,23,0,3.28,0,0,v Zimbabwe,Dhaka,21-01-2018,ODI # 3962,Suranga Lakmal,49619
7,1,21,3,3,7,14,v Bangladesh,Dhaka,25-01-2018,ODI # 3965,Suranga Lakmal,49619
9,2,29,0,3.22,0,0,v Bangladesh,Dhaka,27-01-2018,ODI # 3967,Suranga Lakmal,49619
6,0,37,1,6.16,37,36,v South Africa,Dambulla,29-07-2018,ODI # 4025,Suranga Lakmal,49619
7,0,39,1,5.57,39,42,v South Africa,Dambulla,01-08-2018,ODI # 4027,Suranga Lakmal,49619
9,1,59,0,6.55,0,0,v South Africa,Pallekele,05-08-2018,ODI # 4029,Suranga Lakmal,49619
5,0,46,3,9.2,15.33,10,v South Africa,Pallekele,08-08-2018,ODI # 4030,Suranga Lakmal,49619
4,0,22,1,5.5,22,24,v South Africa,Colombo (RPS),12-08-2018,ODI # 4031,Suranga Lakmal,49619
10,0,46,1,4.6,46,60,v Bangladesh,Dubai (DSC),15-09-2018,ODI # 4036,Suranga Lakmal,49619
9,0,83,1,9.22,83,54,v India,Guwahati,21-10-2018,ODI # 4056,Oshane Thomas,914567
4,0,33,1,8.25,33,24,v India,Thiruvananthapuram,01-11-2018,ODI # 4064,Oshane Thomas,914567
5,0,34,1,6.8,34,30,v Bangladesh,Dhaka,09-12-2018,ODI # 4071,Oshane Thomas,914567
10,0,54,3,5.4,18,20,v Bangladesh,Dhaka,11-12-2018,ODI # 4072,Oshane Thomas,914567
9,0,72,1,8,72,54,v England,Bridgetown,20-02-2019,ODI # 4096,Oshane Thomas,914567
5,0,32,1,6.4,32,30,v England,Bridgetown,22-02-2019,ODI # 4097,Oshane Thomas,914567
10,0,84,2,8.4,42,30,v England,St George's,27-02-2019,ODI # 4099,Oshane Thomas,914567
5.1,0,21,5,4.06,4.2,6.2,v England,Gros Islet,02-03-2019,ODI # 4103,Oshane Thomas,914567
10,2,37,1,3.7,37,60,v Ireland,Mohali,11-03-2011,ODI # 3126,Andre Russell,276298
8,0,49,4,6.12,12.25,12,v England,Chennai,17-03-2011,ODI # 3135,Andre Russell,276298
9.1,1,46,2,5.01,23,27.5,v India,Chennai,20-03-2011,ODI # 3141,Andre Russell,276298
5,1,36,0,7.2,0,0,v Pakistan,Gros Islet,23-04-2011,ODI # 3152,Andre Russell,276298
4,0,23,0,5.75,0,0,v Pakistan,Bridgetown,28-04-2011,ODI # 3154,Andre Russell,276298
9,0,59,1,6.55,59,54,v India,North Sound,11-06-2011,ODI # 3161,Andre Russell,276298
7,0,16,3,2.28,5.33,14,v India,North Sound,13-06-2011,ODI # 3162,Andre Russell,276298
8.3,0,35,4,4.11,8.75,12.7,v India,Kingston,16-06-2011,ODI # 3163,Andre Russell,276298
9,0,44,2,4.88,22,27,v Bangladesh,Dhaka,13-10-2011,ODI # 3198,Andre Russell,276298
9,1,50,1,5.55,50,54,v Bangladesh,Dhaka,15-10-2011,ODI # 3200,Andre Russell,276298
9,1,29,2,3.22,14.5,27,v India,Cuttack,29-11-2011,ODI # 3217,Andre Russell,276298
8.1,0,60,0,7.34,0,0,v India,Visakhapatnam,02-12-2011,ODI # 3219,Andre Russell,276298
4,0,25,0,6.25,0,0,v India,Ahmedabad,05-12-2011,ODI # 3221,Andre Russell,276298
7,0,63,1,9,63,42,v India,Indore,08-12-2011,ODI # 3223,Andre Russell,276298
6,0,31,0,5.16,0,0,v India,Chennai,11-12-2011,ODI # 3224,Andre Russell,276298
4,0,21,0,5.25,0,0,v Australia,Kingstown,16-03-2012,ODI # 3262,Andre Russell,276298
6,0,14,0,2.33,0,0,v Australia,Kingstown,18-03-2012,ODI # 3264,Andre Russell,276298
5,0,28,0,5.6,0,0,v Australia,Kingstown,20-03-2012,ODI # 3266,Andre Russell,276298
7,0,34,2,4.85,17,21,v Australia,Gros Islet,23-03-2012,ODI # 3268,Andre Russell,276298
9,0,61,4,6.77,15.25,13.5,v Australia,Gros Islet,25-03-2012,ODI # 3269,Andre Russell,276298
6,0,43,0,7.16,0,0,v England,Southampton,16-06-2012,ODI # 3276,Andre Russell,276298
10,0,45,4,4.5,11.25,15,v New Zealand,Kingston,05-07-2012,ODI # 3283,Andre Russell,276298
9,0,51,1,5.66,51,54,v New Zealand,Kingston,07-07-2012,ODI # 3285,Andre Russell,276298
9,0,57,4,6.33,14.25,13.5,v New Zealand,Basseterre,11-07-2012,ODI # 3288,Andre Russell,276298
6,0,49,1,8.16,49,36,v New Zealand,Basseterre,14-07-2012,ODI # 3289,Andre Russell,276298
4,1,25,0,6.25,0,0,v New Zealand,Basseterre,16-07-2012,ODI # 3290,Andre Russell,276298
7,0,28,1,4,28,42,v Bangladesh,Khulna,30-11-2012,ODI # 3309,Andre Russell,276298
9,0,58,1,6.44,58,54,v Bangladesh,Khulna,02-12-2012,ODI # 3310,Andre Russell,276298
10,0,51,0,5.1,0,0,v Bangladesh,Dhaka,08-12-2012,ODI # 3313,Andre Russell,276298
5,0,41,0,8.2,0,0,v Australia,Canberra,06-02-2013,ODI # 3332,Andre Russell,276298
6,0,40,1,6.66,40,36,v Australia,Sydney,08-02-2013,ODI # 3333,Andre Russell,276298
7,0,24,2,3.42,12,21,v Zimbabwe,St George's,22-02-2013,ODI # 3337,Andre Russell,276298
6,0,29,0,4.83,0,0,v Zimbabwe,St George's,24-02-2013,ODI # 3339,Andre Russell,276298
4,0,31,2,7.75,15.5,12,v New Zealand,Hamilton,08-01-2014,ODI # 3453,Andre Russell,276298
4,0,21,1,5.25,21,24,v India,Kochi,08-10-2014,ODI # 3531,Andre Russell,276298
3,0,14,0,4.66,0,0,v India,Delhi,11-10-2014,ODI # 3533,Andre Russell,276298
7,0,48,1,6.85,48,42,v India,Dharamsala,17-10-2014,ODI # 3535,Andre Russell,276298
10,0,51,2,5.1,25.5,30,v South Africa,Durban,16-01-2015,ODI # 3579,Andre Russell,276298
10,0,78,1,7.8,78,60,v South Africa,Johannesburg,18-01-2015,ODI # 3583,Andre Russell,276298
5,0,15,0,3,0,0,v South Africa,East London,21-01-2015,ODI # 3587,Andre Russell,276298
10,1,60,1,6,60,60,v South Africa,Port Elizabeth,25-01-2015,ODI # 3591,Andre Russell,276298
8,0,85,3,10.62,28.33,16,v South Africa,Centurion,28-01-2015,ODI # 3593,Andre Russell,276298
6,0,33,0,5.5,0,0,v Ireland,Nelson,16-02-2015,ODI # 3603,Andre Russell,276298
8,2,33,3,4.12,11,16,v Pakistan,Christchurch,21-02-2015,ODI # 3608,Andre Russell,276298
5,0,44,0,8.8,0,0,v Zimbabwe,Canberra,24-02-2015,ODI # 3612,Andre Russell,276298
9,0,74,2,8.22,37,27,v South Africa,Sydney,27-02-2015,ODI # 3616,Andre Russell,276298
8,0,43,2,5.37,21.5,24,v India,Perth,06-03-2015,ODI # 3625,Andre Russell,276298
8,3,20,2,2.5,10,24,v U.A.E.,Napier,15-03-2015,ODI # 3638,Andre Russell,276298
10,0,96,2,9.6,48,30,v New Zealand,Wellington,21-03-2015,ODI # 3643,Andre Russell,276298
0.5,0,18,0,21.6,0,0,v Sri Lanka,Colombo (RPS),01-11-2015,ODI # 3701,Andre Russell,276298
9,0,62,1,6.88,62,54,v Bangladesh,Providence,22-07-2018,ODI # 4022,Andre Russell,276298
10,1,29,2,2.9,14.5,30,v Bermuda,King City (NW),20-08-2008,ODI # 2746,Kemar Roach,230553
8,0,49,1,6.12,49,48,v Canada,King City (NW),22-08-2008,ODI # 2749,Kemar Roach,230553
10,0,44,5,4.4,8.8,12,v Bangladesh,Roseau,26-07-2009,ODI # 2862,Kemar Roach,230553
7.5,0,55,1,7.02,55,47,v Bangladesh,Roseau,28-07-2009,ODI # 2863,Kemar Roach,230553
9.5,1,63,4,6.4,15.75,14.7,v Bangladesh,Basseterre,31-07-2009,ODI # 2865,Kemar Roach,230553
10,0,73,2,7.3,36.5,30,v Australia,Johannesburg,26-09-2009,ODI # 2897,Kemar Roach,230553
6,1,27,1,4.5,27,36,v India,Johannesburg,30-09-2009,ODI # 2904,Kemar Roach,230553
10,1,41,1,4.1,41,60,v Australia,Melbourne,07-02-2010,ODI # 2950,Kemar Roach,230553
6,0,44,1,7.33,44,36,v Australia,Adelaide,09-02-2010,ODI # 2952,Kemar Roach,230553
9,0,34,1,3.77,34,54,v Zimbabwe,Providence,04-03-2010,ODI # 2967,Kemar Roach,230553
9.5,0,37,3,3.76,12.33,19.6,v Zimbabwe,Providence,06-03-2010,ODI # 2970,Kemar Roach,230553
9,1,28,3,3.11,9.33,18,v Zimbabwe,Kingstown,10-03-2010,ODI # 2972,Kemar Roach,230553
7.2,0,30,1,4.09,30,44,v Zimbabwe,Kingstown,12-03-2010,ODI # 2974,Kemar Roach,230553
8,0,29,0,3.62,0,0,v Sri Lanka,Colombo (SSC),03-02-2011,ODI # 3096,Kemar Roach,230553
8,0,42,1,5.25,42,48,v South Africa,Delhi,24-02-2011,ODI # 3106,Kemar Roach,230553
8.3,0,27,6,3.17,4.5,8.5,v Netherlands,Delhi,28-02-2011,ODI # 3112,Kemar Roach,230553
6,0,19,3,3.16,6.33,12,v Bangladesh,Dhaka,04-03-2011,ODI # 3118,Kemar Roach,230553
8,0,34,1,4.25,34,48,v Ireland,Mohali,11-03-2011,ODI # 3126,Kemar Roach,230553
9.4,2,34,2,3.51,17,29,v England,Chennai,17-03-2011,ODI # 3135,Kemar Roach,230553
5.5,0,39,0,6.68,0,0,v Pakistan,Dhaka,23-03-2011,ODI # 3142,Kemar Roach,230553
9.3,0,58,0,6.1,0,0,v Pakistan,Gros Islet,23-04-2011,ODI # 3152,Kemar Roach,230553
9,1,43,0,4.77,0,0,v Pakistan,Gros Islet,25-04-2011,ODI # 3153,Kemar Roach,230553
9,0,36,0,4,0,0,v Pakistan,Bridgetown,28-04-2011,ODI # 3154,Kemar Roach,230553
10,0,67,2,6.7,33.5,30,v Pakistan,Bridgetown,02-05-2011,ODI # 3155,Kemar Roach,230553
8.2,0,46,0,5.52,0,0,v India,North Sound,11-06-2011,ODI # 3161,Kemar Roach,230553
8,1,22,0,2.75,0,0,v India,North Sound,13-06-2011,ODI # 3162,Kemar Roach,230553
10,0,52,2,5.2,26,30,v India,Kingston,16-06-2011,ODI # 3163,Kemar Roach,230553
8,0,48,0,6,0,0,v Bangladesh,Dhaka,13-10-2011,ODI # 3198,Kemar Roach,230553
10,1,49,3,4.9,16.33,20,v Bangladesh,Dhaka,15-10-2011,ODI # 3200,Kemar Roach,230553
5,0,16,1,3.2,16,30,v Bangladesh,Chattogram,18-10-2011,ODI # 3202,Kemar Roach,230553
10,0,46,3,4.6,15.33,20,v India,Cuttack,29-11-2011,ODI # 3217,Kemar Roach,230553
10,0,40,2,4,20,30,v India,Visakhapatnam,02-12-2011,ODI # 3219,Kemar Roach,230553
10,0,54,1,5.4,54,60,v India,Ahmedabad,05-12-2011,ODI # 3221,Kemar Roach,230553
10,0,88,1,8.8,88,60,v India,Indore,08-12-2011,ODI # 3223,Kemar Roach,230553
8,0,46,2,5.75,23,24,v India,Chennai,11-12-2011,ODI # 3224,Kemar Roach,230553
10,1,33,2,3.3,16.5,30,v Australia,Kingstown,16-03-2012,ODI # 3262,Kemar Roach,230553
8,3,23,2,2.87,11.5,24,v Australia,Kingstown,18-03-2012,ODI # 3264,Kemar Roach,230553
10,0,42,2,4.2,21,30,v Australia,Kingstown,20-03-2012,ODI # 3266,Kemar Roach,230553
9.3,0,74,2,7.78,37,28.5,v Australia,Gros Islet,23-03-2012,ODI # 3268,Kemar Roach,230553
9,0,53,3,5.88,17.66,18,v Australia,Gros Islet,25-03-2012,ODI # 3269,Kemar Roach,230553
7,0,48,0,6.85,0,0,v Bangladesh,Khulna,30-11-2012,ODI # 3309,Kemar Roach,230553
8,0,29,2,3.62,14.5,24,v Bangladesh,Dhaka,07-12-2012,ODI # 3312,Kemar Roach,230553
9,0,56,5,6.22,11.2,10.8,v Bangladesh,Dhaka,08-12-2012,ODI # 3313,Kemar Roach,230553
2,0,29,0,14.5,0,0,v Australia,Perth,01-02-2013,ODI # 3330,Kemar Roach,230553
10,0,51,1,5.1,51,60,v Australia,Perth,03-02-2013,ODI # 3331,Kemar Roach,230553
9,1,72,1,8,72,54,v Australia,Canberra,06-02-2013,ODI # 3332,Kemar Roach,230553
10,0,52,1,5.2,52,60,v Australia,Melbourne,10-02-2013,ODI # 3334,Kemar Roach,230553
8,1,15,1,1.87,15,48,v Zimbabwe,St George's,22-02-2013,ODI # 3337,Kemar Roach,230553
10,1,63,1,6.3,63,60,v Zimbabwe,St George's,24-02-2013,ODI # 3339,Kemar Roach,230553
7,3,15,0,2.14,0,0,v Zimbabwe,St George's,26-02-2013,ODI # 3340,Kemar Roach,230553
10,4,28,3,2.8,9.33,20,v Pakistan,The Oval,07-06-2013,ODI # 3364,Kemar Roach,230553
6,0,47,0,7.83,0,0,v India,The Oval,11-06-2013,ODI # 3368,Kemar Roach,230553
7,1,41,0,5.85,0,0,v Sri Lanka,Kingston,28-06-2013,ODI # 3378,Kemar Roach,230553
10,2,41,2,4.1,20.5,30,v India,Kingston,30-06-2013,ODI # 3380,Kemar Roach,230553
10,2,69,1,6.9,69,60,v India,Port of Spain,05-07-2013,ODI # 3383,Kemar Roach,230553
8,2,27,4,3.37,6.75,12,v Sri Lanka,Port of Spain,07-07-2013,ODI # 3385,Kemar Roach,230553
10,0,38,2,3.8,19,30,v Pakistan,Providence,14-07-2013,ODI # 3389,Kemar Roach,230553
6,4,14,1,2.33,14,36,v Pakistan,Providence,16-07-2013,ODI # 3390,Kemar Roach,230553
10,1,35,1,3.5,35,60,v Pakistan,Gros Islet,19-07-2013,ODI # 3391,Kemar Roach,230553
6,1,33,1,5.5,33,36,v Pakistan,Gros Islet,21-07-2013,ODI # 3393,Kemar Roach,230553
10,0,48,0,4.8,0,0,v Bangladesh,St George's,20-08-2014,ODI # 3509,Kemar Roach,230553
6,2,19,3,3.16,6.33,12,v Bangladesh,St George's,22-08-2014,ODI # 3511,Kemar Roach,230553
9,0,48,1,5.33,48,54,v Bangladesh,Basseterre,25-08-2014,ODI # 3514,Kemar Roach,230553
6,0,52,0,8.66,0,0,v Ireland,Nelson,16-02-2015,ODI # 3603,Kemar Roach,230553
8,1,44,1,5.5,44,48,v India,Perth,06-03-2015,ODI # 3625,Kemar Roach,230553
8,0,54,0,6.75,0,0,v U.A.E.,Napier,15-03-2015,ODI # 3638,Kemar Roach,230553
10,0,60,1,6,60,60,v U.A.E.,Harare,06-03-2018,ODI # 3987,Kemar Roach,230553
10,3,27,4,2.7,6.75,15,v Ireland,Harare,10-03-2018,ODI # 3993,Kemar Roach,230553
10,0,55,3,5.5,18.33,20,v Zimbabwe,Harare,19-03-2018,ODI # 4002,Kemar Roach,230553
7,2,20,2,2.85,10,21,v Scotland,Harare,21-03-2018,ODI # 4004,Kemar Roach,230553
5,0,24,0,4.8,0,0,v Afghanistan,Harare,25-03-2018,ODI # 4007,Kemar Roach,230553
7,0,52,0,7.42,0,0,v India,Guwahati,21-10-2018,ODI # 4056,Kemar Roach,230553
10,0,67,1,6.7,67,60,v India,Visakhapatnam,24-10-2018,ODI # 4059,Kemar Roach,230553
10,0,48,1,4.8,48,60,v India,Pune,27-10-2018,ODI # 4062,Kemar Roach,230553
10,0,74,2,7.4,37,30,v India,Mumbai (BS),29-10-2018,ODI # 4063,Kemar Roach,230553
5,2,13,0,2.6,0,0,v India,Thiruvananthapuram,01-11-2018,ODI # 4064,Kemar Roach,230553
6,0,35,0,5.83,0,0,v Bangladesh,Dhaka,09-12-2018,ODI # 4071,Kemar Roach,230553
10,0,39,1,3.9,39,60,v Bangladesh,Dhaka,11-12-2018,ODI # 4072,Kemar Roach,230553
3,0,16,0,5.33,0,0,v Bangladesh,Sylhet,14-12-2018,ODI # 4073,Kemar Roach,230553
7,0,28,2,4,14,21,v Ireland,Dublin,05-05-2019,ODI # 4128,Kemar Roach,230553
7,0,30,0,4.28,0,0,v Bangladesh,Dublin,07-05-2019,ODI # 4129,Kemar Roach,230553
10,2,62,0,6.2,0,0,v Ireland,Dublin (Malahide),11-05-2019,ODI # 4132,Kemar Roach,230553
6,0,46,1,7.66,46,36,v Bangladesh,Dublin (Malahide),13-05-2019,ODI # 4134,Kemar Roach,230553
5,0,57,0,11.4,0,0,v Bangladesh,Dublin (Malahide),17-05-2019,ODI # 4137,Kemar Roach,230553
10,1,46,3,4.6,15.33,20,v Sri Lanka,Harare,16-11-2016,ODI # 3805,Ashley Nurse,315594
10,0,55,1,5.5,55,60,v Zimbabwe,Bulawayo,19-11-2016,ODI # 3806,Ashley Nurse,315594
8,0,58,1,7.25,58,48,v Sri Lanka,Bulawayo,23-11-2016,ODI # 3808,Ashley Nurse,315594
10,0,27,3,2.7,9,20,v Zimbabwe,Bulawayo,25-11-2016,ODI # 3809,Ashley Nurse,315594
10,0,57,2,5.7,28.5,30,v England,North Sound,03-03-2017,ODI # 3845,Ashley Nurse,315594
10,0,34,3,3.4,11.33,20,v England,North Sound,05-03-2017,ODI # 3848,Ashley Nurse,315594
8,0,57,1,7.12,57,48,v England,Bridgetown,09-03-2017,ODI # 3849,Ashley Nurse,315594
10,0,62,4,6.2,15.5,15,v Pakistan,Providence,07-04-2017,ODI # 3861,Ashley Nurse,315594
10,0,42,1,4.2,42,60,v Pakistan,Providence,09-04-2017,ODI # 3862,Ashley Nurse,315594
10,0,49,1,4.9,49,60,v Pakistan,Providence,11-04-2017,ODI # 3863,Ashley Nurse,315594
10,1,34,2,3.4,17,30,v Afghanistan,Gros Islet,09-06-2017,ODI # 3884,Ashley Nurse,315594
9.3,0,33,2,3.47,16.5,28.5,v Afghanistan,Gros Islet,11-06-2017,ODI # 3887,Ashley Nurse,315594
4,1,22,0,5.5,0,0,v India,Port of Spain,23-06-2017,ODI # 3895,Ashley Nurse,315594
9,0,38,1,4.22,38,54,v India,Port of Spain,25-06-2017,ODI # 3896,Ashley Nurse,315594
10,0,34,0,3.4,0,0,v India,North Sound,30-06-2017,ODI # 3898,Ashley Nurse,315594
10,0,29,1,2.9,29,60,v India,North Sound,02-07-2017,ODI # 3900,Ashley Nurse,315594
4,0,34,0,8.5,0,0,v India,Kingston,06-07-2017,ODI # 3902,Ashley Nurse,315594
8.5,0,48,0,5.43,0,0,v England,Manchester,19-09-2017,ODI # 3911,Ashley Nurse,315594
8,0,59,1,7.37,59,48,v England,Bristol,24-09-2017,ODI # 3915,Ashley Nurse,315594
3,0,39,0,13,0,0,v England,The Oval,27-09-2017,ODI # 3916,Ashley Nurse,315594
8,0,56,0,7,0,0,v England,Southampton,29-09-2017,ODI # 3918,Ashley Nurse,315594
10,0,55,2,5.5,27.5,30,v New Zealand,Whangarei,20-12-2017,ODI # 3943,Ashley Nurse,315594
10,0,45,0,4.5,0,0,v New Zealand,Christchurch,23-12-2017,ODI # 3944,Ashley Nurse,315594
2,0,26,0,13,0,0,v New Zealand,Christchurch,26-12-2017,ODI # 3945,Ashley Nurse,315594
9,0,61,0,6.77,0,0,v U.A.E.,Harare,06-03-2018,ODI # 3987,Ashley Nurse,315594
6,0,31,1,5.16,31,36,v P.N.G.,Harare,08-03-2018,ODI # 3991,Ashley Nurse,315594
7,0,29,0,4.14,0,0,v Ireland,Harare,10-03-2018,ODI # 3993,Ashley Nurse,315594
9,0,39,1,4.33,39,54,v Afghanistan,Harare,15-03-2018,ODI # 3997,Ashley Nurse,315594
4,0,28,0,7,0,0,v Zimbabwe,Harare,19-03-2018,ODI # 4002,Ashley Nurse,315594
9.2,0,35,2,3.75,17.5,28,v Scotland,Harare,21-03-2018,ODI # 4004,Ashley Nurse,315594
10,2,31,0,3.1,0,0,v Afghanistan,Harare,25-03-2018,ODI # 4007,Ashley Nurse,315594
